ItemID,Item,Voice,CompQ,CompQOptCorrect,CompQOptIncorrect,Name1,Gender1,Pred1,PredType1,Name2,Gender2,Pred2,PredType2,S1SubjReversed,S2SubjReversed,Verb,NPBias,NPBiasCat,GenderBias,ContType,Filler,AdvP,Tense,VerbConj,Continuation,Author,CompQTarget,CompQBase,CompQOptCorrectBase,CompQOptIncorrectBase,ICPro,S1S2,S3,S4
88,Colin owns a salamander. Penny likes to read. Colin and Penny are roommates. Colin confided in Penny this morning because he was considering selling the salamander but felt guilty about it.,MT,Penny ____________.,likes to read,owns a salamander,Colin,MALE,owns a salamander,owns_a,Penny,FEMALE,likes to read,likes_to,FALSE,FALSE,confide_in,5,neutral,-7,NP1,are roommates,this morning,past,confided in,was considering selling the salamander but felt guilty about it.,CS,Pred2,NAME2 ____________.,PRED2,PRED1,he,Colin owns a salamander. Penny likes to read. ,Colin and Penny are roommates. ,Colin confided in Penny this morning because he was considering selling the salamander but felt guilty about it.
89,Karla likes to crochet. Martin likes to flirt. Karla and Martin are acquaintances. Karla confided in Martin last night because she found him to be utterly charming.,CS,Karla and Martin ____________.,are acquaintances,are close friends,Karla,FEMALE,likes to crochet,likes_to,Martin,MALE,likes to flirt,likes_to,FALSE,FALSE,confide_in,5,neutral,-7,NP1,are acquaintances,last night,past,confided in,found him to be utterly charming.,CS,Filler,NAME1 and NAME2 ____________.,FILLER,are close friends,she,Karla likes to crochet. Martin likes to flirt. ,Karla and Martin are acquaintances. ,Karla confided in Martin last night because she found him to be utterly charming.
90,Chelsea is a paralegal. Patrick owns a treadmill. Chelsea and Patrick are close friends. Patrick confided in Chelsea recently because he was having a property dispute with his neighbor and wanted her legal insights.,NJ,TRUE or FALSE: It's Patrick who confided in Chelsea.,TRUE,FALSE,Patrick,MALE,owns a treadmill,owns_a,Chelsea,FEMALE,is a paralegal,is_a,TRUE,TRUE,confide_in,5,neutral,-7,NP1,are close friends,recently,past,confided in,was having a property dispute with his neighbor and wanted her legal insights.,CS,ICVerb,TRUE or FALSE: It's NAME1 who VERBCONJ NAME2.,TRUE,FALSE,he,Chelsea is a paralegal. Patrick owns a treadmill. ,Chelsea and Patrick are close friends. ,Patrick confided in Chelsea recently because he was having a property dispute with his neighbor and wanted her legal insights.
91,Adrianna owns a bagpipe. Bob likes to read. Bob and Adrianna are engaged. Bob surprised Adrianna this evening because she wasn't expecting him to be able to come to her concert.,BL,Adrianna's performance tonight likely involves ____________.,Playing the bagpipe,Reading poetry,Bob,MALE,likes to read,likes_to,Adrianna,FEMALE,owns a bagpipe,owns_a,TRUE,FALSE,surprise,10,neutral,-6,NP2,are engaged,this evening,past,surprised,wasn't expecting him to be able to come to her concert.,CS,Continuation,NAME2's performance tonight likely involves ____________.,Playing the bagpipe,Reading poetry,she,Adrianna owns a bagpipe. Bob likes to read. ,Bob and Adrianna are engaged. ,Bob surprised Adrianna this evening because she wasn't expecting him to be able to come to her concert.
92,Darren owns a bagpipe. Joan likes to crochet. Darren and Joan are roommates. Joan surprised Darren just now because he didn't hear her sneaking up behind him over the sound of his bagpipe practice.,MT,Who likes to crochet?,Joan,Darren,Joan,FEMALE,likes to crochet,likes_to,Darren,MALE,owns a bagpipe,owns_a,TRUE,TRUE,surprise,10,neutral,-6,NP2,are roommates,just now,past,surprised,didn't hear her sneaking up behind him over the sound of his bagpipe practice.,CS,Pred1,Who PRED1?,NAME1,NAME2,he,Darren owns a bagpipe. Joan likes to crochet. ,Darren and Joan are roommates. ,Joan surprised Darren just now because he didn't hear her sneaking up behind him over the sound of his bagpipe practice.
93,Anita likes to flirt. Hector likes to paint. Anita and Hector are acquaintances. Hector surprised Anita last year because she didn't know he had developed a deep crush on her.,CS,Who likes to flirt?,Anita,Hector,Hector,MALE,likes to paint,likes_to,Anita,FEMALE,likes to flirt,likes_to,TRUE,TRUE,surprise,10,neutral,-6,NP2,are acquaintances,last year,past,surprised,didn't know he had developed a deep crush on her.,CS,Pred2,Who PRED2?,NAME2,NAME1,she,Anita likes to flirt. Hector likes to paint. ,Anita and Hector are acquaintances. ,Hector surprised Anita last year because she didn't know he had developed a deep crush on her.
94,Allison likes to crochet. Harry likes to paint. Harry and Allison are close friends. Harry surprised Allison last week because she had never been asked to sit for a portrait before.,NJ,Harry ____________.,likes to paint,likes to crochet,Harry,MALE,likes to paint,likes_to,Allison,FEMALE,likes to crochet,likes_to,TRUE,FALSE,surprise,10,neutral,-6,NP2,are close friends,last week,past,surprised,had never been asked to sit for a portrait before.,CS,Pred1,NAME1 ____________.,PRED1,PRED2,she,Allison likes to crochet. Harry likes to paint. ,Harry and Allison are close friends. ,Harry surprised Allison last week because she had never been asked to sit for a portrait before.
95,Donna is a retiree. Malachi is an ophthalmologist. Donna and Malachi are divorced. Malachi surprised Donna last year because she hadn't even publicly announced her retirement before he sent her a congratulatory card.,BL,Donna ____________.,is a retiree,is an ophthalmologist,Malachi,MALE,is an ophthalmologist,is_a,Donna,FEMALE,is a retiree,is_a,TRUE,TRUE,surprise,10,neutral,-6,NP2,are divorced,last year,past,surprised,hadn't even publicly announced her retirement before he sent her a congratulatory card.,CS,Pred2,NAME2 ____________.,PRED2,PRED1,she,Donna is a retiree. Malachi is an ophthalmologist. ,Donna and Malachi are divorced. ,Malachi surprised Donna last year because she hadn't even publicly announced her retirement before he sent her a congratulatory card.
96,Marcia owns a pub. Philip is a paralegal. Philip and Marcia are cousins. Philip surprised Marcia the other day because he dropped by the pub on a day that she thought he was away for business.,MT,Philip and Marcia ____________.,are cousins,are married,Philip,MALE,is a paralegal,is_a,Marcia,FEMALE,owns a pub,owns_a,TRUE,FALSE,surprise,10,neutral,-6,NP1,are cousins,the other day,past,surprised,dropped by the pub on a day that she thought he was away for business.,CS,Filler,NAME1 and NAME2 ____________.,FILLER,are married,he,Marcia owns a pub. Philip is a paralegal. ,Philip and Marcia are cousins. ,Philip surprised Marcia the other day because he dropped by the pub on a day that she thought he was away for business.
97,Scott owns a treadmill. Sierra is a bellhop. Scott and Sierra are engaged. Scott surprised Sierra today because he brought her lunch at the hotel.,CS,TRUE or FALSE: It's Sierra who surprised Scott.,FALSE,TRUE,Scott,MALE,owns a treadmill,owns_a,Sierra,FEMALE,is a bellhop,is_a,FALSE,FALSE,surprise,10,neutral,-6,NP1,are engaged,today,past,surprised,brought her lunch at the hotel.,CS,ICVerb,TRUE or FALSE: It's NAME2 who VERBCONJ NAME1.,FALSE,TRUE,he,Scott owns a treadmill. Sierra is a bellhop. ,Scott and Sierra are engaged. ,Scott surprised Sierra today because he brought her lunch at the hotel.
98,Howard owns a pub. Michelle owns a salamander. Michelle and Howard are distantly related. Howard surprised Michelle this morning because he remembered the salamander's name from the last time he came by.,NJ,Howard remembered the name of ____________.,Michelle's salamander,Michelle's pub,Howard,MALE,owns a pub,owns_a,Michelle,FEMALE,owns a salamander,owns_a,FALSE,TRUE,surprise,10,neutral,-6,NP1,are distantly related,this morning,past,surprised,remembered the salamander's name from the last time he came by.,CS,Continuation,NAME1 remembered the name of ____________.,NAME2's salamander,NAME2's pub,he,Howard owns a pub. Michelle owns a salamander. ,Michelle and Howard are distantly related. ,Howard surprised Michelle this morning because he remembered the salamander's name from the last time he came by.
99,Sally is an actor. Robert likes to sail. Robert and Sally are siblings. Robert surprised Sally this spring because he invited her to come along on his next big trip down the intracoastal waterway.,BL,Who likes to sail?,Robert,Sally,Robert,MALE,likes to sail,likes_to,Sally,FEMALE,is an actor,is_a,TRUE,FALSE,surprise,10,neutral,-6,NP1,are siblings,this spring,past,surprised,invited her to come along on his next big trip down the intracoastal waterway.,CS,Pred1,Who PRED1?,NAME1,NAME2,he,Sally is an actor. Robert likes to sail. ,Robert and Sally are siblings. ,Robert surprised Sally this spring because he invited her to come along on his next big trip down the intracoastal waterway.
100,Kevin is an actor. Paula is a paralegal. Kevin and Paula are sweethearts. Paula surprised Kevin this afternoon because she easily recited the line he was trying to remember.,MT,Who is an actor?,Kevin,Paula,Paula,FEMALE,is a paralegal,is_a,Kevin,MALE,is an actor,is_a,TRUE,TRUE,surprise,10,neutral,-6,NP1,are sweethearts,this afternoon,past,surprised,easily recited the line he was trying to remember.,CS,Pred2,Who PRED2?,NAME2,NAME1,she,Kevin is an actor. Paula is a paralegal. ,Kevin and Paula are sweethearts. ,Paula surprised Kevin this afternoon because she easily recited the line he was trying to remember.
101,Darrell owns a salamander. Patty owns a limousine. Darrell and Patty are dating. Patty worried Darrell this evening because she seemed tired as she was getting ready to go pick up a client.,CS,Patty ____________.,owns a limousine,owns a salamander,Patty,FEMALE,owns a limousine,owns_a,Darrell,MALE,owns a salamander,owns_a,TRUE,TRUE,worry,76,NP1,7,NP1,are dating,this evening,past,worried,seemed tired as she was getting ready to go pick up a client.,CS,Pred1,NAME1 ____________.,PRED1,PRED2,she,Darrell owns a salamander. Patty owns a limousine. ,Darrell and Patty are dating. ,Patty worried Darrell this evening because she seemed tired as she was getting ready to go pick up a client.
102,"Kelsey likes to sail. Joseph likes to paint. Joseph and Kelsey are coworkers. Kelsey worried Joseph last week because she insisted on going out in the sailboat, despite the bad weather report.",NJ,Joseph ____________.,likes to paint,likes to sail,Kelsey,FEMALE,likes to sail,likes_to,Joseph,MALE,likes to paint,likes_to,FALSE,TRUE,worry,76,NP1,7,NP1,are coworkers,last week,past,worried,"insisted on going out in the sailboat, despite the bad weather report.",CS,Pred2,NAME2 ____________.,PRED2,PRED1,she,Kelsey likes to sail. Joseph likes to paint. ,Joseph and Kelsey are coworkers. ,"Kelsey worried Joseph last week because she insisted on going out in the sailboat, despite the bad weather report."
103,Elias owns a limousine. Brooke likes to sail. Brooke and Elias are divorced. Elias worries Brooke regularly because he drives so aggressively.,BL,Elias and Brooke ____________.,are divorced,are acquaintances,Elias,MALE,owns a limousine,owns_a,Brooke,FEMALE,likes to sail,likes_to,FALSE,TRUE,worry,76,NP1,7,NP1,are divorced,regularly,present,worries,drives so aggressively.,CS,Filler,NAME1 and NAME2 ____________.,FILLER,are acquaintances,he,Elias owns a limousine. Brooke likes to sail. ,Brooke and Elias are divorced. ,Elias worries Brooke regularly because he drives so aggressively.
104,Darlene owns a limousine. Craig is a retiree. Craig and Darlene are cousins. Darlene worried Craig the other day because she was about to let her driver's license expire.,MT,TRUE or FALSE: It's Darlene who worried Craig.,TRUE,FALSE,Darlene,FEMALE,owns a limousine,owns_a,Craig,MALE,is a retiree,is_a,FALSE,TRUE,worry,76,NP1,7,NP1,are cousins,the other day,past,worried,was about to let her driver's license expire.,CS,ICVerb,TRUE or FALSE: It's NAME1 who VERBCONJ NAME2.,TRUE,FALSE,she,Darlene owns a limousine. Craig is a retiree. ,Craig and Darlene are cousins. ,Darlene worried Craig the other day because she was about to let her driver's license expire.
105,Terrence likes to crochet. Kathleen owns a treadmill. Kathleen and Terrence are distantly related. Kathleen worried Terrence yesterday because she was running on the treadmill without wearing the safety key.,CS,Terrence was concerned that Kathleen was using ____________  unsafely.,The treadmill,The crochet hook,Kathleen,FEMALE,owns a treadmill,owns_a,Terrence,MALE,likes to crochet,likes_to,TRUE,FALSE,worry,76,NP1,7,NP1,are distantly related,yesterday,past,worried,was running on the treadmill without wearing the safety key.,CS,Continuation,NAME2 was concerned that NAME1 was using ____________  unsafely.,The treadmill,The crochet hook,she,Terrence likes to crochet. Kathleen owns a treadmill. ,Kathleen and Terrence are distantly related. ,Kathleen worried Terrence yesterday because she was running on the treadmill without wearing the safety key.
106,Carrie owns a salamander. Leonardo owns a limousine. Carrie and Leonardo are neighbors. Carrie worried Leonardo this morning because she jumped out into the road in front of him to save her runaway salamander.,NJ,Who owns a salamander?,Carrie,Leonardo,Carrie,FEMALE,owns a salamander,owns_a,Leonardo,MALE,owns a limousine,owns_a,FALSE,FALSE,worry,76,NP1,7,NP1,are neighbors,this morning,past,worried,jumped out into the road in front of him to save her runaway salamander.,CS,Pred1,Who PRED1?,NAME1,NAME2,she,Carrie owns a salamander. Leonardo owns a limousine. ,Carrie and Leonardo are neighbors. ,Carrie worried Leonardo this morning because she jumped out into the road in front of him to save her runaway salamander.
107,Brittney is an actor. Paul is a bellhop. Brittney and Paul are close friends. Paul worried Brittney earlier this week because he said he had never read a Shakespeare play before.,BL,Who is an actor?,Brittney,Paul,Paul,MALE,is a bellhop,is_a,Brittney,FEMALE,is an actor,is_a,TRUE,TRUE,worry,76,NP1,7,NP1,are close friends,earlier this week,past,worried,said he had never read a Shakespeare play before.,CS,Pred2,Who PRED2?,NAME2,NAME1,he,Brittney is an actor. Paul is a bellhop. ,Brittney and Paul are close friends. ,Paul worried Brittney earlier this week because he said he had never read a Shakespeare play before.
108,Ellie owns a salamander. Grant is a bellhop. Grant and Ellie are engaged. Grant worried Ellie on Monday because he almost stepped on the salamander when he stopped by for lunch.,MT,Grant ____________.,is a bellhop,owns a salamander,Grant,MALE,is a bellhop,is_a,Ellie,FEMALE,owns a salamander,owns_a,TRUE,FALSE,worry,76,NP1,7,NP1,are engaged,on Monday,past,worried,almost stepped on the salamander when he stopped by for lunch.,CS,Pred1,NAME1 ____________.,PRED1,PRED2,he,Ellie owns a salamander. Grant is a bellhop. ,Grant and Ellie are engaged. ,Grant worried Ellie on Monday because he almost stepped on the salamander when he stopped by for lunch.
109,Kathryn likes to sail. Melvin owns a treadmill. Melvin and Kathryn are roommates. Kathryn has worried Melvin for years because he had a close friend as a teenager who nearly died in a sailing accident.,CS,Melvin ____________.,owns a treadmill,likes to sail,Kathryn,FEMALE,likes to sail,likes_to,Melvin,MALE,owns a treadmill,owns_a,FALSE,TRUE,worry,76,NP1,7,NP2,are roommates,for years,present perfect,has worried,had a close friend as a teenager who nearly died in a sailing accident.,CS,Pred2,NAME2 ____________.,PRED2,PRED1,he,Kathryn likes to sail. Melvin owns a treadmill. ,Melvin and Kathryn are roommates. ,Kathryn has worried Melvin for years because he had a close friend as a teenager who nearly died in a sailing accident.
110,Lawrence owns a limousine. Cathy likes to crochet. Cathy and Lawrence are married. Cathy has worried Lawrence for a while because he thinks she spends too much time crocheting and not enough time out of the house.,NJ,Cathy and Lawrence ____________.,are married,are cousins,Cathy,FEMALE,likes to crochet,likes_to,Lawrence,MALE,owns a limousine,owns_a,TRUE,FALSE,worry,76,NP1,7,NP2,are married,for a while,present perfect,has worried,thinks she spends too much time crocheting and not enough time out of the house.,CS,Filler,NAME1 and NAME2 ____________.,FILLER,are cousins,he,Lawrence owns a limousine. Cathy likes to crochet. ,Cathy and Lawrence are married. ,Cathy has worried Lawrence for a while because he thinks she spends too much time crocheting and not enough time out of the house.
111,Brandon is an ophthalmologist. Cynthia is an actor. Cynthia and Brandon are married. Cynthia inspires Brandon often because she will spend weeks on background research for her character in preparation for a role.,BL,TRUE or FALSE: It's Brandon who inspires Cynthia.,FALSE,TRUE,Cynthia,FEMALE,is an actor,is_a,Brandon,MALE,is an ophthalmologist,is_a,TRUE,FALSE,inspire,78,NP1,4,NP1,are married,often,present,inspires,will spend weeks on background research for her character in preparation for a role.,CS,ICVerb,TRUE or FALSE: It's NAME2 who VERBCONJ NAME1.,FALSE,TRUE,she,Brandon is an ophthalmologist. Cynthia is an actor. ,Cynthia and Brandon are married. ,Cynthia inspires Brandon often because she will spend weeks on background research for her character in preparation for a role.
112,Brenda owns a limousine. Bruce is an actor. Brenda and Bruce are cousins. Bruce inspires Brenda daily because he also had a day job in the transportation industry before he got his big break.,MT,Does Bruce still work in the transportation industry?,NO,YES,Bruce,MALE,is an actor,is_a,Brenda,FEMALE,owns a limousine,owns_a,TRUE,TRUE,inspire,78,NP1,4,NP1,are cousins,daily,present,inspires,also had a day job in the transportation industry before he got his big break.,CS,Continuation,Does NAME1 still work in the transportation industry?,NO,YES,he,Brenda owns a limousine. Bruce is an actor. ,Brenda and Bruce are cousins. ,Bruce inspires Brenda daily because he also had a day job in the transportation industry before he got his big break.
113,Jared is an actor. Audrey is a retiree. Audrey and Jared are siblings. Jared inspires Audrey regularly because he uses his celebrity to raise awareness about mass incarceration.,CS,Who is an actor?,Jared,Audrey,Jared,MALE,is an actor,is_a,Audrey,FEMALE,is a retiree,is_a,FALSE,TRUE,inspire,78,NP1,4,NP1,are siblings,regularly,present,inspires,uses his celebrity to raise awareness about mass incarceration.,CS,Pred1,Who PRED1?,NAME1,NAME2,he,Jared is an actor. Audrey is a retiree. ,Audrey and Jared are siblings. ,Jared inspires Audrey regularly because he uses his celebrity to raise awareness about mass incarceration.
114,"Julian owns a pub. Tammy likes to crochet. Julian and Tammy are neighbors. Tammy inspires Julian frequently because she refuses to sell her needlework, instead giving all of it to charity.",NJ,Who owns a pub?,Julian,Tammy,Tammy,FEMALE,likes to crochet,likes_to,Julian,MALE,owns a pub,owns_a,TRUE,TRUE,inspire,78,NP1,4,NP1,are neighbors,frequently,present,inspires,"refuses to sell her needlework, instead giving all of it to charity.",CS,Pred2,Who PRED2?,NAME2,NAME1,she,Julian owns a pub. Tammy likes to crochet. ,Julian and Tammy are neighbors. ,"Tammy inspires Julian frequently because she refuses to sell her needlework, instead giving all of it to charity."
115,Vincent is an ophthalmologist. Eva likes to flirt. Eva and Vincent are close friends. Vincent inspires Eva every day because he advocates fiercely for his patients.,BL,Vincent ____________.,is an ophthalmologist,likes to flirt,Vincent,MALE,is an ophthalmologist,is_a,Eva,FEMALE,likes to flirt,likes_to,FALSE,TRUE,inspire,78,NP1,4,NP1,are close friends,every day,present,inspires,advocates fiercely for his patients.,CS,Pred1,NAME1 ____________.,PRED1,PRED2,he,Vincent is an ophthalmologist. Eva likes to flirt. ,Eva and Vincent are close friends. ,Vincent inspires Eva every day because he advocates fiercely for his patients.
116,Jason owns a pub. Sarah likes to flirt. Jason and Sarah are acquaintances. Jason inspired Sarah the other night because he told her his story about building his business from the ground up.,MT,Sarah ____________.,likes to flirt,owns a pub,Jason,MALE,owns a pub,owns_a,Sarah,FEMALE,likes to flirt,likes_to,FALSE,FALSE,inspire,78,NP1,4,NP1,are acquaintances,the other night,past,inspired,told her his story about building his business from the ground up.,CS,Pred2,NAME2 ____________.,PRED2,PRED1,he,Jason owns a pub. Sarah likes to flirt. ,Jason and Sarah are acquaintances. ,Jason inspired Sarah the other night because he told her his story about building his business from the ground up.
117,Jacqueline likes to paint. Ryan is an ophthalmologist. Ryan and Jacqueline are divorced. Jacqueline inspired Ryan last year because she had a painting selected for a feature in a nationwide art magazine.,CS,Jacqueline and Ryan ____________.,are divorced,are roommates,Jacqueline,FEMALE,likes to paint,likes_to,Ryan,MALE,is an ophthalmologist,is_a,FALSE,TRUE,inspire,78,NP1,4,NP1,are divorced,last year,past,inspired,had a painting selected for a feature in a nationwide art magazine.,CS,Filler,NAME1 and NAME2 ____________.,FILLER,are roommates,she,Jacqueline likes to paint. Ryan is an ophthalmologist. ,Ryan and Jacqueline are divorced. ,Jacqueline inspired Ryan last year because she had a painting selected for a feature in a nationwide art magazine.
118,Luke owns a salamander. Amber is a paralegal. Amber and Luke are roommates. Luke inspires Amber often because he takes such loving care of his pet.,NJ,TRUE or FALSE: It's Luke who inspires Amber.,TRUE,FALSE,Luke,MALE,owns a salamander,owns_a,Amber,FEMALE,is a paralegal,is_a,FALSE,TRUE,inspire,78,NP1,4,NP1,are roommates,often,present,inspires,takes such loving care of his pet.,CS,ICVerb,TRUE or FALSE: It's NAME1 who VERBCONJ NAME2.,TRUE,FALSE,he,Luke owns a salamander. Amber is a paralegal. ,Amber and Luke are roommates. ,Luke inspires Amber often because he takes such loving care of his pet.
119,Isaiah owns a pub. Brandy likes to flirt. Isaiah and Brandy are distantly related. Isaiah inspires Brandy regularly because she has been considering following his example and starting her own business.,BL,Isaiah's ____________ inspires Brandy.,Pub,Flirting,Isaiah,MALE,owns a pub,owns_a,Brandy,FEMALE,likes to flirt,likes_to,FALSE,FALSE,inspire,78,NP1,4,NP2,are distantly related,regularly,present,inspires,has been considering following his example and starting her own business.,CS,Continuation,NAME1's ____________ inspires NAME2.,Pub,Flirting,she,Isaiah owns a pub. Brandy likes to flirt. ,Isaiah and Brandy are distantly related. ,Isaiah inspires Brandy regularly because she has been considering following his example and starting her own business.
120,Stephanie owns a salamander. Calvin likes to read. Calvin and Stephanie are dating. Calvin inspires Stephanie daily because she often struggles with mind-wandering whenever she sits down to read.,MT,Who likes to read?,Calvin,Stephanie,Calvin,MALE,likes to read,likes_to,Stephanie,FEMALE,owns a salamander,owns_a,TRUE,FALSE,inspire,78,NP1,4,NP2,are dating,daily,present,inspires,often struggles with mind-wandering whenever she sits down to read.,CS,Pred1,Who PRED1?,NAME1,NAME2,she,Stephanie owns a salamander. Calvin likes to read. ,Calvin and Stephanie are dating. ,Calvin inspires Stephanie daily because she often struggles with mind-wandering whenever she sits down to read.
121,Ashley is an ophthalmologist. Alvin is a bellhop. Ashley and Alvin are cousins. Ashley irritated Alvin the other day because she cancelled his scheduled consultation at the last minute.,CS,Who is a bellhop?,Alvin,Ashley,Ashley,FEMALE,is an ophthalmologist,is_a,Alvin,MALE,is a bellhop,is_a,FALSE,FALSE,irritate,81,NP1,10,NP1,are cousins,the other day,past,irritated,cancelled his scheduled consultation at the last minute.,CS,Pred2,Who PRED2?,NAME2,NAME1,she,Ashley is an ophthalmologist. Alvin is a bellhop. ,Ashley and Alvin are cousins. ,Ashley irritated Alvin the other day because she cancelled his scheduled consultation at the last minute.
122,David likes to sail. Virginia owns a treadmill. David and Virginia are roommates. Virginia irritates David sometimes because she occasionally runs on her treadmill super early in the morning and it wakes him up.,NJ,Virginia ____________.,owns a treadmill,likes to sail,Virginia,FEMALE,owns a treadmill,owns_a,David,MALE,likes to sail,likes_to,TRUE,TRUE,irritate,81,NP1,10,NP1,are roommates,sometimes,present,irritates,occasionally runs on her treadmill super early in the morning and it wakes him up.,EF,Pred1,NAME1 ____________.,PRED1,PRED2,she,David likes to sail. Virginia owns a treadmill. ,David and Virginia are roommates. ,Virginia irritates David sometimes because she occasionally runs on her treadmill super early in the morning and it wakes him up.
123,Marvin is a paralegal. Wendy likes to flirt. Wendy and Marvin are coworkers. Wendy irritated Marvin on Tuesday because she was hitting on an important client.,BL,Marvin ____________.,is a paralegal,likes to flirt,Wendy,FEMALE,likes to flirt,likes_to,Marvin,MALE,is a paralegal,is_a,TRUE,FALSE,irritate,81,NP1,10,NP1,are coworkers,on Tuesday,past,irritated,was hitting on an important client.,EF,Pred2,NAME2 ____________.,PRED2,PRED1,she,Marvin is a paralegal. Wendy likes to flirt. ,Wendy and Marvin are coworkers. ,Wendy irritated Marvin on Tuesday because she was hitting on an important client.
124,Ronald is an ophthalmologist. Veronica owns a pub. Veronica and Ronald are dating. Ronald irritated Veronica last night because he wouldn't stop talking about the ophthalmology conference he just attended.,MT,Ronald and Veronica ____________.,are dating,are siblings,Ronald,MALE,is an ophthalmologist,is_a,Veronica,FEMALE,owns a pub,owns_a,FALSE,TRUE,irritate,81,NP1,10,NP1,are dating,last night,past,irritated,wouldn't stop talking about the ophthalmology conference he just attended.,EF,Filler,NAME1 and NAME2 ____________.,FILLER,are siblings,he,Ronald is an ophthalmologist. Veronica owns a pub. ,Veronica and Ronald are dating. ,Ronald irritated Veronica last night because he wouldn't stop talking about the ophthalmology conference he just attended.
125,Katelyn owns a limousine. Tanner is a retiree. Tanner and Katelyn are neighbors. Katelyn irritated Tanner in the morning because she was talking loudly about her car problems with another neighbor.,CS,TRUE or FALSE: It's Tanner who irritated Katelyn.,FALSE,TRUE,Katelyn,FEMALE,owns a limousine,owns_a,Tanner,MALE,is a retiree,is_a,FALSE,TRUE,irritate,81,NP1,10,NP1,are neighbors,in the morning,past,irritated,was talking loudly about her car problems with another neighbor.,EF,ICVerb,TRUE or FALSE: It's NAME2 who VERBCONJ NAME1.,FALSE,TRUE,she,Katelyn owns a limousine. Tanner is a retiree. ,Tanner and Katelyn are neighbors. ,Katelyn irritated Tanner in the morning because she was talking loudly about her car problems with another neighbor.
126,"Ted owns a salamander. Shelley likes to read. Shelley and Ted are roommates. Ted irritates Shelley sometimes because he lets his salamander roam the living room freely, disrupting her reading.",NJ,Where does Shelley like to read?,In the living room,Near the salamander,Ted,MALE,owns a salamander,owns_a,Shelley,FEMALE,likes to read,likes_to,FALSE,TRUE,irritate,81,NP1,10,NP1,are roommates,sometimes,present,irritates,"lets his salamander roam the living room freely, disrupting her reading.",BL,Continuation,Where does NAME2 like to read?,In the living room,Near the salamander,he,Ted owns a salamander. Shelley likes to read. ,Shelley and Ted are roommates. ,"Ted irritates Shelley sometimes because he lets his salamander roam the living room freely, disrupting her reading."
127,"Perry is a retiree. Carla owns a pub. Perry and Carla are neighbors. Carla irritates Perry nightly because she keeps her pub open late, and he can hear the music from down the block.",BL,Who owns a pub?,Carla,Perry,Carla,FEMALE,owns a pub,owns_a,Perry,MALE,is a retiree,is_a,TRUE,TRUE,irritate,81,NP1,10,NP1,are neighbors,nightly,present,irritates,"keeps her pub open late, and he can hear the music from down the block.",BL,Pred1,Who PRED1?,NAME1,NAME2,she,Perry is a retiree. Carla owns a pub. ,Perry and Carla are neighbors. ,"Carla irritates Perry nightly because she keeps her pub open late, and he can hear the music from down the block."
128,"Lucas likes to paint. Roxanne is an ophthalmologist. Roxanne and Lucas are dating. Lucas irritated Roxanne last week because he left his dirty paint rags out for days, even though she asked him to clean up.",MT,Who is an ophthalmologist?,Roxanne,Lucas,Lucas,MALE,likes to paint,likes_to,Roxanne,FEMALE,is an ophthalmologist,is_a,FALSE,TRUE,irritate,81,NP1,10,NP1,are dating,last week,past,irritated,"left his dirty paint rags out for days, even though she asked him to clean up.",BL,Pred2,Who PRED2?,NAME2,NAME1,he,Lucas likes to paint. Roxanne is an ophthalmologist. ,Roxanne and Lucas are dating. ,"Lucas irritated Roxanne last week because he left his dirty paint rags out for days, even though she asked him to clean up."
129,"Carson owns a salamander. Cheryl likes to sail. Cheryl and Carson are close friends. Carson irritated Cheryl on Saturday because she wanted to sail together, but he decided to cancel at the last second.",CS,Carson ____________.,owns a salamander,likes to sail,Carson,MALE,owns a salamander,owns_a,Cheryl,FEMALE,likes to sail,likes_to,FALSE,TRUE,irritate,81,NP1,10,NP2,are close friends,on Saturday,past,irritated,"wanted to sail together, but he decided to cancel at the last second.",BL,Pred1,NAME1 ____________.,PRED1,PRED2,she,Carson owns a salamander. Cheryl likes to sail. ,Cheryl and Carson are close friends. ,"Carson irritated Cheryl on Saturday because she wanted to sail together, but he decided to cancel at the last second."
130,Leah is a retiree. Brian likes to crochet. Brian and Leah are married. Leah irritated Brian yesterday because he was trying to master a new stitch when she insisted they go on a walk instead.,NJ,Brian ____________.,likes to crochet,is a retiree,Leah,FEMALE,is a retiree,is_a,Brian,MALE,likes to crochet,likes_to,FALSE,TRUE,irritate,81,NP1,10,NP2,are married,yesterday,past,irritated,was trying to master a new stitch when she insisted they go on a walk instead.,BL,Pred2,NAME2 ____________.,PRED2,PRED1,he,Leah is a retiree. Brian likes to crochet. ,Brian and Leah are married. ,Leah irritated Brian yesterday because he was trying to master a new stitch when she insisted they go on a walk instead.
131,"Deanna owns a salamander. Dylan likes to read. Dylan and Deanna are engaged. Deanna called Dylan this morning because she was worried about her salamander, who was looking a bit sick.",BL,Deanna and Dylan ____________.,are engaged,are married,Deanna,FEMALE,owns a salamander,owns_a,Dylan,MALE,likes to read,likes_to,FALSE,TRUE,call,82,NP1,4,NP1,are engaged,this morning,past,called,"was worried about her salamander, who was looking a bit sick.",EF,Filler,NAME1 and NAME2 ____________.,FILLER,are married,she,Deanna owns a salamander. Dylan likes to read. ,Dylan and Deanna are engaged. ,"Deanna called Dylan this morning because she was worried about her salamander, who was looking a bit sick."
